match_date,Ground,Team 1,Team 2,Winner,year,month,day,win_mode,margin,toss_winner,toss_decision,match_no
2013-05-01,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,2013,5,1,Wickets,7.0,Mumbai Indians,bat first,371
2013-05-01,Raipur,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,2013,5,1,Wickets,7.0,Kolkata Knight Riders,bat first,372
2013-05-02,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,2013,5,2,Runs,15.0,Chennai Super Kings,bat first,373
2013-05-02,Pune,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,2013,5,2,Runs,17.0,Royal Challengers Bangalore,bat first,374
2013-05-03,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,2013,5,3,Wickets,8.0,Rajasthan Royals,bat first,375
2013-05-04,Hyderabad (Deccan),Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,2013,5,4,Wickets,6.0,Delhi Capitals,bat first,376
2013-05-05,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,2013,5,5,Runs,60.0,Mumbai Indians,bat first,377
2013-05-05,Jaipur,Rajasthan Royals,Pune Warriors,Rajasthan Royals,2013,5,5,Wickets,5.0,Pune Warriors,bat first,378
2013-05-06,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,2013,5,6,Wickets,6.0,Kings XI Punjab,field first,379
2013-05-07,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2013,5,7,Runs,65.0,Mumbai Indians,bat first,380
2013-05-07,Jaipur,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2013,5,7,Wickets,9.0,Delhi Capitals,bat first,381
2013-05-08,Hyderabad (Deccan),Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,2013,5,8,Runs,77.0,Sunrisers Hyderabad,field first,382
2013-05-09,Mohali,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,2013,5,9,Wickets,8.0,Rajasthan Royals,field first,383
2013-05-09,Pune,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,2013,5,9,Runs,46.0,Kolkata Knight Riders,bat first,384
2013-05-10,Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2013,5,10,Runs,4.0,Delhi Capitals,field first,385
2013-05-11,Pune,Pune Warriors,Mumbai Indians,Mumbai Indians,2013,5,11,Wickets,5.0,Pune Warriors,bat first,386
2013-05-11,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,2013,5,11,Runs,30.0,Kings XI Punjab,field first,387
2013-05-12,Ranchi,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,2013,5,12,Wickets,5.0,Kolkata Knight Riders,field first,388
2013-05-12,Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,2013,5,12,Wickets,5.0,Rajasthan Royals,field first,389
2013-05-13,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,2013,5,13,Wickets,7.0,Sunrisers Hyderabad,bat first,390
2013-05-14,Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2013,5,14,Runs,33.0,Chennai Super Kings,bat first,391
2013-05-14,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,2013,5,14,Wickets,7.0,Kings XI Punjab,field first,392
2013-05-15,Ranchi,Kolkata Knight Riders,Pune Warriors,Pune Warriors,2013,5,15,Runs,7.0,Kolkata Knight Riders,field first,393
2013-05-15,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,2013,5,15,Runs,14.0,Rajasthan Royals,field first,394
2013-05-16,Dharamsala,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,2013,5,16,Runs,7.0,Delhi Capitals,field first,395
2013-05-17,Hyderabad (Deccan),Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2013,5,17,Runs,23.0,Sunrisers Hyderabad,bat first,396
2013-05-18,Dharamsala,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,2013,5,18,Runs,50.0,Mumbai Indians,field first,397
2013-05-18,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,2013,5,18,Runs,24.0,Chennai Super Kings,field first,398
2013-05-19,Pune,Pune Warriors,Delhi Capitals,Pune Warriors,2013,5,19,Runs,38.0,Pune Warriors,bat first,399
2013-05-19,Hyderabad (Deccan),Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2013,5,19,Wickets,5.0,Kolkata Knight Riders,bat first,400
2013-05-21,Delhi,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,2013,5,21,Runs,48.0,Chennai Super Kings,bat first,401
2013-05-22,Delhi,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,2013,5,22,Wickets,4.0,Sunrisers Hyderabad,bat first,402
2013-05-24,Kolkata,Mumbai Indians,Rajasthan Royals,Mumbai Indians,2013,5,24,Wickets,4.0,Rajasthan Royals,bat first,403
2013-05-26,Kolkata,Chennai Super Kings,Mumbai Indians,Mumbai Indians,2013,5,26,Runs,23.0,Mumbai Indians,bat first,404
2014-04-16,Abu Dhabi,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,2014,4,16,Runs,41.0,Kolkata Knight Riders,bat first,405
2014-04-17,Sharjah,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2014,4,17,Wickets,8.0,Royal Challengers Bangalore,field first,406
2014-04-18,Abu Dhabi,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,2014,4,18,Wickets,4.0,Rajasthan Royals,field first,407
2014-04-18,Abu Dhabi,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,2014,4,18,Wickets,6.0,Chennai Super Kings,bat first,408
2014-04-19,Dubai (DSC),Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,2014,4,19,Wickets,7.0,Royal Challengers Bangalore,field first,409
2014-04-19,Dubai (DSC),Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,2014,4,19,Wickets,4.0,Kolkata Knight Riders,bat first,410
2014-04-20,Sharjah,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,2014,4,20,Wickets,7.0,Kings XI Punjab,field first,411
2014-04-21,Abu Dhabi,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2014,4,21,Runs,93.0,Chennai Super Kings,bat first,412
2014-04-22,Sharjah,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,2014,4,22,Runs,72.0,Sunrisers Hyderabad,field first,413
2014-04-23,Dubai (DSC),Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,2014,4,23,Runs,7.0,Rajasthan Royals,field first,414
2014-04-24,Sharjah,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,2014,4,24,Runs,2.0,Royal Challengers Bangalore,field first,415
2014-04-25,Dubai (DSC),Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,2014,4,25,Runs,4.0,Sunrisers Hyderabad,bat first,416
2014-04-25,Dubai (DSC),Chennai Super Kings,Mumbai Indians,Chennai Super Kings,2014,4,25,Wickets,7.0,Mumbai Indians,bat first,417
2014-04-26,Abu Dhabi,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,2014,4,26,Runs,23.0,Kolkata Knight Riders,field first,418
2014-04-26,Abu Dhabi,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,2014,4,26,Wickets,6.0,Rajasthan Royals,field first,419
2014-04-27,Sharjah,Delhi Capitals,Mumbai Indians,Delhi Capitals,2014,4,27,Wickets,6.0,Mumbai Indians,bat first,420
2014-04-27,Sharjah,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,2014,4,27,Wickets,5.0,Sunrisers Hyderabad,bat first,421
2014-04-28,Dubai (DSC),Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,2014,4,28,Wickets,5.0,Kings XI Punjab,field first,422
2014-04-29,Abu Dhabi,Kolkata Knight Riders,Rajasthan Royals,tied,2014,4,29,,0.0,Rajasthan Royals,bat first,423
2014-04-30,Dubai (DSC),Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,2014,4,30,Runs,15.0,Mumbai Indians,field first,424
2014-05-02,Ranchi,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2014,5,2,Runs,34.0,Chennai Super Kings,bat first,425
2014-05-03,Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,2014,5,3,Wickets,7.0,Rajasthan Royals,field first,426
2014-05-03,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,2014,5,3,Wickets,5.0,Kings XI Punjab,bat first,427
2014-05-04,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,2014,5,4,Wickets,4.0,Royal Challengers Bangalore,field first,428
2014-05-05,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,2014,5,5,Runs,10.0,Kolkata Knight Riders,field first,429
2014-05-05,Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,2014,5,5,Wickets,8.0,Chennai Super Kings,field first,430
2014-05-06,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,2014,5,6,Runs,19.0,Royal Challengers Bangalore,field first,431
2014-05-07,Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2014,5,7,Wickets,8.0,Delhi Capitals,bat first,432
2014-05-07,Cuttack,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,2014,5,7,Runs,44.0,Chennai Super Kings,field first,433
2014-05-08,Ahmedabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,2014,5,8,Runs,32.0,Rajasthan Royals,field first,434
2014-05-09,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,2014,5,9,Runs,32.0,Royal Challengers Bangalore,field first,435
2014-05-10,Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,2014,5,10,Wickets,8.0,Sunrisers Hyderabad,field first,436
2014-05-10,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2014,5,10,Wickets,4.0,Chennai Super Kings,field first,437
2014-05-11,Cuttack,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,2014,5,11,Wickets,9.0,Kolkata Knight Riders,field first,438
2014-05-11,Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,2014,5,11,Wickets,5.0,Royal Challengers Bangalore,bat first,439
2014-05-12,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,2014,5,12,Wickets,7.0,Sunrisers Hyderabad,bat first,440
2014-05-13,Ranchi,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,2014,5,13,Wickets,5.0,Rajasthan Royals,bat first,441
2014-05-13,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,2014,5,13,Runs,16.0,Delhi Capitals,field first,442
2014-05-14,Hyderabad (Deccan),Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,2014,5,14,Wickets,6.0,Kings XI Punjab,field first,443
2014-05-14,Cuttack,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,2014,5,14,Wickets,6.0,Kolkata Knight Riders,field first,444
2014-05-15,Ahmedabad,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2014,5,15,Runs,62.0,Delhi Capitals,field first,445
2014-05-18,Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,2014,5,18,Wickets,5.0,Chennai Super Kings,bat first,446
2014-05-18,Hyderabad (Deccan),Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2014,5,18,Wickets,7.0,Sunrisers Hyderabad,bat first,447
2014-05-19,Ahmedabad,Rajasthan Royals,Mumbai Indians,Mumbai Indians,2014,5,19,Runs,25.0,Mumbai Indians,bat first,448
2014-05-19,Delhi,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,2014,5,19,Wickets,4.0,Kings XI Punjab,field first,449
2014-05-20,Hyderabad (Deccan),Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,2014,5,20,Wickets,7.0,Royal Challengers Bangalore,bat first,450
2014-05-20,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,2014,5,20,Wickets,8.0,Kolkata Knight Riders,field first,451
2014-05-21,Mohali,Kings XI Punjab,Mumbai Indians,Mumbai Indians,2014,5,21,Wickets,7.0,Mumbai Indians,field first,452
2014-05-22,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,2014,5,22,Runs,30.0,Royal Challengers Bangalore,field first,453
2014-05-22,Ranchi,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2014,5,22,Wickets,6.0,Sunrisers Hyderabad,field first,454
2014-05-23,Mumbai,Mumbai Indians,Delhi Capitals,Mumbai Indians,2014,5,23,Runs,15.0,Delhi Capitals,field first,455
2014-05-23,Mohali,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,2014,5,23,Runs,16.0,Rajasthan Royals,field first,456
2014-05-24,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2014,5,24,Wickets,4.0,Kolkata Knight Riders,field first,457
2014-05-24,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,2014,5,24,Wickets,8.0,Chennai Super Kings,field first,458
2014-05-25,Mohali,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,2014,5,25,Wickets,7.0,Kings XI Punjab,field first,459
2014-05-25,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,2014,5,25,Wickets,5.0,Mumbai Indians,field first,460
2014-05-28,Mumbai (BS),Chennai Super Kings,Mumbai Indians,Chennai Super Kings,2014,5,28,Wickets,7.0,Chennai Super Kings,field first,461
2014-05-30,Mumbai,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,2014,5,30,Runs,24.0,Chennai Super Kings,field first,462
2014-06-01,Bengaluru,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,2014,6,1,Wickets,3.0,Kolkata Knight Riders,field first,463
2015-04-08,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,2015,4,8,Wickets,7.0,Kolkata Knight Riders,field first,464
2015-04-09,Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2015,4,9,Runs,1.0,Delhi Capitals,field first,465
2015-04-10,Pune,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,2015,4,10,Runs,26.0,Kings XI Punjab,field first,466
2015-04-11,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,2015,4,11,Wickets,3.0,Royal Challengers Bangalore,field first,467
2015-04-11,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2015,4,11,Runs,45.0,Chennai Super Kings,bat first,468
2015-04-12,Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,2015,4,12,Wickets,3.0,Rajasthan Royals,field first,469
2015-04-12,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,2015,4,12,Runs,18.0,Mumbai Indians,field first,470
2015-04-13,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,2015,4,13,Wickets,8.0,Sunrisers Hyderabad,field first,471
2015-04-14,Ahmedabad,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,2015,4,14,Wickets,7.0,Mumbai Indians,bat first,472
2015-04-15,Pune,Kings XI Punjab,Delhi Capitals,Delhi Capitals,2015,4,15,Wickets,5.0,Kings XI Punjab,bat first,473
2015-04-16,Visakhapatnam,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,2015,4,16,Wickets,6.0,Rajasthan Royals,field first,474
2015-04-17,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2015,4,17,Wickets,6.0,Mumbai Indians,bat first,475
2015-04-18,Visakhapatnam,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,2015,4,18,Runs,4.0,Delhi Capitals,bat first,476
2015-04-18,Pune,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,2015,4,18,Wickets,4.0,Kolkata Knight Riders,field first,477
2015-04-19,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,2015,4,19,Runs,18.0,Royal Challengers Bangalore,field first,478
2015-04-19,Ahmedabad,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,2015,4,19,Wickets,8.0,Chennai Super Kings,bat first,479
2015-04-20,Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2015,4,20,Wickets,6.0,Kolkata Knight Riders,field first,480
2015-04-21,Ahmedabad,Rajasthan Royals,Kings XI Punjab,tied,2015,4,21,,0.0,Kings XI Punjab,field first,481
2015-04-22,Visakhapatnam,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2015,4,22,Runs,16.0,Kolkata Knight Riders,field first,482
2015-04-22,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,2015,4,22,Runs,27.0,Royal Challengers Bangalore,field first,483
2015-04-23,Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,2015,4,23,Runs,37.0,Mumbai Indians,field first,484
2015-04-24,Ahmedabad,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,2015,4,24,Wickets,9.0,Royal Challengers Bangalore,field first,485
2015-04-25,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,2015,4,25,Runs,20.0,Mumbai Indians,bat first,486
2015-04-25,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,2015,4,25,Runs,97.0,Chennai Super Kings,bat first,487
2015-04-26,Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2015,4,26,Wickets,10.0,Royal Challengers Bangalore,field first,488
2015-04-26,Kolkata,Kolkata Knight Riders,Rajasthan Royals,abandoned,2015,4,26,,0.0,no toss,no toss,489
2015-04-27,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,2015,4,27,Runs,20.0,Kings XI Punjab,field first,490
2015-04-28,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2015,4,28,Runs,2.0,Kolkata Knight Riders,field first,491
2015-04-29,Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,no result,2015,4,29,,0.0,Rajasthan Royals,field first,492
2015-04-30,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,2015,4,30,Wickets,7.0,Kolkata Knight Riders,field first,493
2015-05-01,Delhi,Delhi Capitals,Kings XI Punjab,Delhi Capitals,2015,5,1,Wickets,9.0,Delhi Capitals,field first,494
2015-05-01,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,2015,5,1,Runs,8.0,Rajasthan Royals,field first,495
2015-05-02,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,2015,5,2,Wickets,7.0,Royal Challengers Bangalore,field first,496
2015-05-02,Hyderabad (Deccan),Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,2015,5,2,Runs,22.0,Chennai Super Kings,field first,497
2015-05-03,Mumbai (BS),Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2015,5,3,Runs,14.0,Delhi Capitals,field first,498
2015-05-03,Mohali,Kings XI Punjab,Mumbai Indians,Mumbai Indians,2015,5,3,Runs,23.0,Mumbai Indians,bat first,499
2015-05-04,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2015,5,4,Runs,35.0,Sunrisers Hyderabad,field first,500
2015-05-04,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,2015,5,4,Runs,24.0,Chennai Super Kings,bat first,501
2015-05-05,Mumbai,Mumbai Indians,Delhi Capitals,Mumbai Indians,2015,5,5,Wickets,5.0,Delhi Capitals,bat first,502
2015-05-06,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,2015,5,6,Runs,138.0,Kings XI Punjab,field first,503
2015-05-07,Mumbai (BS),Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,2015,5,7,Runs,7.0,Rajasthan Royals,field first,504
2015-05-07,Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,2015,5,7,Runs,13.0,Kolkata Knight Riders,bat first,505
2015-05-08,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,2015,5,8,Wickets,6.0,Chennai Super Kings,bat first,506
2015-05-09,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,2015,5,9,Wickets,1.0,Kings XI Punjab,bat first,507
2015-05-09,Raipur,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,2015,5,9,Runs,6.0,Sunrisers Hyderabad,bat first,508
2015-05-10,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,2015,5,10,Runs,39.0,Royal Challengers Bangalore,bat first,509
2015-05-10,Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,2015,5,10,Runs,12.0,Chennai Super Kings,bat first,510
2015-05-11,Hyderabad (Deccan),Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,2015,5,11,Runs,5.0,Sunrisers Hyderabad,bat first,511
2015-05-12,Raipur,Delhi Capitals,Chennai Super Kings,Delhi Capitals,2015,5,12,Wickets,6.0,Chennai Super Kings,bat first,512
2015-05-13,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,2015,5,13,Runs,22.0,Royal Challengers Bangalore,field first,513
2015-05-14,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2015,5,14,Runs,5.0,Kolkata Knight Riders,field first,514
2015-05-15,Hyderabad (Deccan),Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,2015,5,15,Wickets,6.0,Sunrisers Hyderabad,bat first,515
2015-05-16,Mohali,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,2015,5,16,Wickets,7.0,Kings XI Punjab,bat first,516
2015-05-16,Mumbai (BS),Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,2015,5,16,Runs,9.0,Rajasthan Royals,bat first,517
2015-05-17,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,no result,2015,5,17,,0.0,Royal Challengers Bangalore,field first,518
2015-05-17,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,2015,5,17,Wickets,9.0,Sunrisers Hyderabad,bat first,519
2015-05-19,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,2015,5,19,Runs,25.0,Mumbai Indians,bat first,520
2015-05-20,Pune,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,2015,5,20,Runs,71.0,Royal Challengers Bangalore,bat first,521
2015-05-22,Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,2015,5,22,Wickets,3.0,Chennai Super Kings,field first,522
2015-05-24,Kolkata,Mumbai Indians,Chennai Super Kings,Mumbai Indians,2015,5,24,Runs,41.0,Chennai Super Kings,field first,523
2016-04-09,Mumbai,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,2016,4,9,Wickets,9.0,Mumbai Indians,bat first,524
2016-04-10,Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,2016,4,10,Wickets,9.0,Kolkata Knight Riders,field first,525
2016-04-11,Mohali,Kings XI Punjab,Gujarat Lions,Gujarat Lions,2016,4,11,Wickets,5.0,Gujarat Lions,field first,526
2016-04-12,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,2016,4,12,Runs,45.0,Sunrisers Hyderabad,field first,527
2016-04-13,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,2016,4,13,Wickets,6.0,Mumbai Indians,field first,528
2016-04-14,Rajkot,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,2016,4,14,Wickets,7.0,Rising Pune Supergiants,bat first,529
2016-04-15,Delhi,Delhi Capitals,Kings XI Punjab,Delhi Capitals,2016,4,15,Wickets,8.0,Delhi Capitals,field first,530
2016-04-16,Mumbai,Mumbai Indians,Gujarat Lions,Gujarat Lions,2016,4,16,Wickets,3.0,Gujarat Lions,field first,531
2016-04-16,Hyderabad (Deccan),Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2016,4,16,Wickets,8.0,Sunrisers Hyderabad,bat first,532
2016-04-17,Mohali,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,2016,4,17,Wickets,6.0,Rising Pune Supergiants,bat first,533
2016-04-17,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,2016,4,17,Wickets,7.0,Delhi Capitals,field first,534
2016-04-18,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,2016,4,18,Wickets,7.0,Sunrisers Hyderabad,field first,535
2016-04-19,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,2016,4,19,Wickets,6.0,Kolkata Knight Riders,field first,536
2016-04-20,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,2016,4,20,Wickets,6.0,Mumbai Indians,field first,537
2016-04-21,Rajkot,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,2016,4,21,Wickets,10.0,Sunrisers Hyderabad,field first,538
2016-04-22,Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,2016,4,22,Runs,13.0,Rising Pune Supergiants,field first,539
2016-04-23,Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,2016,4,23,Runs,10.0,Mumbai Indians,field first,540
2016-04-23,Hyderabad (Deccan),Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,2016,4,23,Wickets,5.0,Sunrisers Hyderabad,field first,541
2016-04-24,Rajkot,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,2016,4,24,Wickets,6.0,Royal Challengers Bangalore,bat first,542
2016-04-24,Pune,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,2016,4,24,Wickets,2.0,Kolkata Knight Riders,field first,543
2016-04-25,Mohali,Kings XI Punjab,Mumbai Indians,Mumbai Indians,2016,4,25,Runs,25.0,Kings XI Punjab,field first,544
2016-04-26,Hyderabad (Deccan),Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,2016,4,26,Runs,34.0,Rising Pune Supergiants,field first,545
2016-04-27,Delhi,Delhi Capitals,Gujarat Lions,Gujarat Lions,2016,4,27,Runs,1.0,Delhi Capitals,field first,546
2016-04-28,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2016,4,28,Wickets,6.0,Mumbai Indians,field first,547
2016-04-29,Pune,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,2016,4,29,Wickets,3.0,Gujarat Lions,field first,548
2016-04-30,Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,2016,4,30,Runs,27.0,Kolkata Knight Riders,field first,549
2016-04-30,Hyderabad (Deccan),Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,2016,4,30,Runs,15.0,Royal Challengers Bangalore,field first,550
